ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected
1762276614.089640,CZ27Ly2jWJFke2yYn6,192.168.1.226,60067,192.168.1.1,53,udp,54303,-,beacons.gcp.gvt2.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"beacons-handoff.gcp.gvt2.com,gce-beacons.gcp.gvt2.com","171.000000,204.000000",F
1762276614.102018,Cgb1V9bVvd6b38i07,192.168.1.226,49303,192.168.1.1,53,udp,9937,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276624.067163,CDG1Hn1O88KcrUDUAg,192.168.1.226,48901,192.168.1.1,53,udp,5177,-,b.6sc.co,-,-,-,-,0,NOERROR,F,F,F,T,0,"b2.6sc.co.edgekey.net,e212585.b.akamaiedge.net,23.215.55.177,23.215.55.181","107.000000,5130.000000,5.000000,5.000000",F
1762276624.067427,CN9dEE3oNmvmg8zfVc,192.168.1.226,55168,192.168.1.1,53,udp,55202,-,b.6sc.co,-,-,-,-,0,NOERROR,F,F,F,T,0,"b2.6sc.co.edgekey.net,e212585.b.akamaiedge.net","107.000000,5130.000000",F
1762276624.067487,CMgMZZ3cnNI5sRu6Rb,192.168.1.226,53042,192.168.1.1,53,udp,42464,-,waa-pa.clients6.google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,142.250.114.95,29.000000,F
1762276624.067535,CBojnR3TS9Go2qXqRb,192.168.1.226,37318,192.168.1.1,53,udp,7728,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276624.067584,C8YOWg0IPEEvYsa94,192.168.1.226,45073,192.168.1.1,53,udp,33796,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276624.081286,CU0mkv2NrUYuYXzRU9,192.168.1.226,46267,192.168.1.1,53,udp,22065,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276635.384675,CCBQCv137tpOdUXFvh,192.168.1.120,5353,224.0.0.251,5353,udp,0,0.000266,streaming stick 4k._airplay._tcp.local,32769,qclass-32769,33,SRV,0,NOERROR,T,F,F,F,0,x02500tw0j2g.local,120.000000,F
1762276635.384814,C5ZjcT1miTA9rUFpo1,fe80::d6be:dcff:fe5d:faae,5353,ff02::fb,5353,udp,0,0.000212,streaming stick 4k._airplay._tcp.local,32769,qclass-32769,33,SRV,0,NOERROR,T,F,F,F,0,x02500tw0j2g.local,120.000000,F
1762276627.136809,CRjyZO3xfEoR34XD8l,192.168.1.226,33796,192.168.1.1,53,udp,17060,-,mobile.events.data.microsoft.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"mobile.events.data.trafficmanager.net,onedscolprdeus22.eastus.cloudapp.azure.com,52.168.117.174","33.000000,8.000000,3.000000",F
1762276627.137027,CplK4e4F6rDjwOzAl3,192.168.1.226,42852,192.168.1.1,53,udp,7885,-,mobile.events.data.microsoft.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"mobile.events.data.trafficmanager.net,onedscolprdcus04.centralus.cloudapp.azure.com","119.000000,42.000000",F
1762276627.147859,Ca6pYX2YDwtTA7HDne,192.168.1.226,41786,192.168.1.1,53,udp,65440,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276641.272533,Cfz1EX3lptqjVrMV1d,192.168.1.226,54931,192.168.1.1,53,udp,34114,-,signaler-pa.clients6.google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,142.250.113.95,202.000000,F
1762276641.270765,CMwObNkBAcDChaXcd,192.168.1.226,48752,192.168.1.1,53,udp,59321,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276643.063097,CXvNd027vnbFWt6ckg,192.168.1.226,57911,192.168.1.1,53,udp,1045,-,api.honeycomb.io,-,-,-,-,0,NOERROR,F,F,F,T,0,api-eks-2.ext.prod.honeycomb.io,194.000000,F
1762276643.063359,CVlooC17nQolKnDeVb,192.168.1.226,51035,192.168.1.1,53,udp,1334,-,api.honeycomb.io,-,-,-,-,0,NOERROR,F,F,F,T,0,"api-eks-2.ext.prod.honeycomb.io,52.205.16.9,107.20.175.209,52.205.43.4,54.162.87.22,34.234.1.110,52.200.252.193,54.83.55.90,100.27.56.205","119.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000,14.000000",F
1762276643.072989,Cq2Jli4IEaZaqdw8Ha,192.168.1.226,33360,192.168.1.1,53,udp,17510,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276664.063507,CdMQGE1Q67g0jVXNRi,192.168.1.226,49647,192.168.1.1,53,udp,58449,-,rt.marphezis.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"seart.marphezis.com,38.94.152.202","245.000000,248.000000",F
1762276664.069373,CexCYc4XEJQr0Sstne,192.168.1.226,35339,192.168.1.1,53,udp,9250,-,rt.marphezis.com,-,-,-,-,0,NOERROR,F,F,F,T,0,seart.marphezis.com,229.000000,F
1762276664.085264,CKpQkz1U79iUTLieQ7,192.168.1.226,37092,192.168.1.1,53,udp,29814,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276681.067887,C4mr4S2ocqpYQy8sS2,192.168.1.226,35551,192.168.1.1,53,udp,64289,-,addons-pa.clients6.google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,142.250.113.95,33.000000,F
1762276681.073834,C3hR3g1Sb0FStws90b,192.168.1.226,53174,192.168.1.1,53,udp,23848,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276683.321125,CZefStJy8yczXvEQc,192.168.1.226,43474,192.168.1.1,53,udp,28675,-,lh3.googleusercontent.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"googlehosted.l.googleusercontent.com,142.251.116.132","188.000000,151.000000",F
1762276683.326691,CMJSHu21acIYIxcXDl,192.168.1.226,59638,192.168.1.1,53,udp,13136,-,lh3.googleusercontent.com,-,-,-,-,0,NOERROR,F,F,F,T,0,googlehosted.l.googleusercontent.com,188.000000,F
1762276683.345590,C9dBFx2bAKBMsRgTL4,192.168.1.226,34676,192.168.1.1,53,udp,58308,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276690.950135,CIDEFw1oWhQLt92K,192.168.1.226,33392,192.168.1.1,53,udp,53297,-,mobile.events.data.microsoft.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"mobile.events.data.trafficmanager.net,onedscolprdneu08.northeurope.cloudapp.azure.com,20.50.80.213","75.000000,25.000000,2.000000",F
1762276690.950674,CVyWJo1wvZeVjRrxD2,192.168.1.226,53152,192.168.1.1,53,udp,17589,-,mobile.events.data.microsoft.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"mobile.events.data.trafficmanager.net,onedscolprdeus06.eastus.cloudapp.azure.com","56.000000,35.000000",F
1762276690.962369,CqfjNH2bVqzGV5lb7l,192.168.1.226,56377,192.168.1.1,53,udp,8425,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276692.110555,CAJ9991yHvgojYRDJb,192.168.1.226,57951,192.168.1.1,53,udp,15853,-,google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"173.194.208.139,173.194.208.138,173.194.208.102,173.194.208.113,173.194.208.101,173.194.208.100","296.000000,296.000000,296.000000,296.000000,296.000000,296.000000",F
1762276692.113945,CFUIYgy4GQXPvyju,192.168.1.226,57236,192.168.1.1,53,udp,60920,-,-,-,-,-,-,0,NOERROR,F,F,F,F,0,-,-,F
1762276705.349660,CdrtED2TRCvEz2tpf,fe80::4fe:734c:71c:a71f,5353,ff02::fb,5353,udp,0,-,_adisk._tcp.local,32769,qclass-32769,12,PTR,0,NOERROR,T,F,F,F,0,williams-macbook-air-4.local,4500.000000,F
1762276705.803308,CdrtED2TRCvEz2tpf,fe80::4fe:734c:71c:a71f,5353,ff02::fb,5353,udp,0,0.576452,williams-macbook-air-4.local,32769,qclass-32769,255,*,0,NOERROR,T,F,F,F,0,williams-macbook-air-4.local,4500.000000,F
1762276706.052637,CdrtED2TRCvEz2tpf,fe80::4fe:734c:71c:a71f,5353,ff02::fb,5353,udp,0,0.500619,williams-macbook-air-4.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 5 act=2 TXT 5 acl=0 TXT 26 deviceid=FE:C1:B6:E8:54:83 TXT 19 fex=1c9/St5PFzg2IQw TXT 30 features=0x4A7FCFD5\x2c0x38174FDE TXT 7 rsf=0x8 TXT 11 flags=0x204 TXT 40 gid=920EA8F4-D2D9-45DC-99B6-51473DC78C92 TXT 5 igl=0 TXT 6 gcgl=0 TXT 14 model=Mac16\x2c13 TXT 4 at=4 TXT 13 protovers=1.1 TXT 20 pi=0C:30:21:1D:19:A4 TXT 40 psi=FFC1B6E8-5483-41A1-8CCE-9A264CC3A390 TXT 67 pk=5239f3ab2b36fd1b14af8868341bead8c990dc86b487be5a8c9efa080839b19c TXT 15 srcvers=860.7.1,_airplay._tcp.local,william’s macbook air._airplay._tcp.local,TXT 10 cn=0\x2c1\x2c2\x2c3 TXT 7 da=true TXT 8 et=0\x2c3\x2c5 TXT 24 ft=0x4A7FCFD5\x2c0x38174FDE TXT 8 sf=0x204 TXT 8 md=0\x2c1\x2c2 TXT 11 am=Mac16\x2c13 TXT 67 pk=5239f3ab2b36fd1b14af8868341bead8c990dc86b487be5a8c9efa080839b19c TXT 6 tp=UDP TXT 8 vn=65537 TXT 10 vs=860.7.1 TXT 4 vv=0,_raop._tcp.local,fec1b6e85483@william’s macbook air._raop._tcp.local,williams-macbook-air-4.local,williams-macbook-air-4.local,fe80::4fe:734c:71c:a71f","4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000",F
1762276706.302153,CdrtED2TRCvEz2tpf,fe80::4fe:734c:71c:a71f,5353,ff02::fb,5353,udp,0,1.253398,williams-macbook-air-4.local,1,C_INTERNET,255,*,0,NOERROR,T,F,F,F,0,"TXT 5 act=2 TXT 5 acl=0 TXT 26 deviceid=FE:C1:B6:E8:54:83 TXT 19 fex=1c9/St5PFzg2IQw TXT 30 features=0x4A7FCFD5\x2c0x38174FDE TXT 7 rsf=0x8 TXT 11 flags=0x204 TXT 40 gid=920EA8F4-D2D9-45DC-99B6-51473DC78C92 TXT 5 igl=0 TXT 6 gcgl=0 TXT 14 model=Mac16\x2c13 TXT 4 at=4 TXT 13 protovers=1.1 TXT 20 pi=0C:30:21:1D:19:A4 TXT 40 psi=FFC1B6E8-5483-41A1-8CCE-9A264CC3A390 TXT 67 pk=5239f3ab2b36fd1b14af8868341bead8c990dc86b487be5a8c9efa080839b19c TXT 15 srcvers=860.7.1,_airplay._tcp.local,william’s macbook air._airplay._tcp.local,TXT 10 cn=0\x2c1\x2c2\x2c3 TXT 7 da=true TXT 8 et=0\x2c3\x2c5 TXT 24 ft=0x4A7FCFD5\x2c0x38174FDE TXT 8 sf=0x204 TXT 8 md=0\x2c1\x2c2 TXT 11 am=Mac16\x2c13 TXT 67 pk=5239f3ab2b36fd1b14af8868341bead8c990dc86b487be5a8c9efa080839b19c TXT 6 tp=UDP TXT 8 vn=65537 TXT 10 vs=860.7.1 TXT 4 vv=0,_raop._tcp.local,fec1b6e85483@william’s macbook air._raop._tcp.local,williams-macbook-air-4.local,williams-macbook-air-4.local,fe80::4fe:734c:71c:a71f","4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000",F
1762276706.403575,CdrtED2TRCvEz2tpf,fe80::4fe:734c:71c:a71f,5353,ff02::fb,5353,udp,0,1.697351,_adisk._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,williams-macbook-air-4.local,4500.000000,F
1762276709.411311,CdrtED2TRCvEz2tpf,fe80::4fe:734c:71c:a71f,5353,ff02::fb,5353,udp,0,0.146025,_adisk._tcp.local,1,C_INTERNET,12,PTR,0,NOERROR,T,F,F,F,0,"TXT 5 act=2 TXT 5 acl=0 TXT 26 deviceid=FE:C1:B6:E8:54:83 TXT 19 fex=1c9/St5PFzg2IQw TXT 30 features=0x4A7FCFD5\x2c0x38174FDE TXT 7 rsf=0x8 TXT 11 flags=0x204 TXT 40 gid=920EA8F4-D2D9-45DC-99B6-51473DC78C92 TXT 5 igl=0 TXT 6 gcgl=0 TXT 14 model=Mac16\x2c13 TXT 4 at=4 TXT 13 protovers=1.1 TXT 20 pi=0C:30:21:1D:19:A4 TXT 40 psi=FFC1B6E8-5483-41A1-8CCE-9A264CC3A390 TXT 67 pk=5239f3ab2b36fd1b14af8868341bead8c990dc86b487be5a8c9efa080839b19c TXT 15 srcvers=860.7.1,_airplay._tcp.local,william’s macbook air._airplay._tcp.local,TXT 10 cn=0\x2c1\x2c2\x2c3 TXT 7 da=true TXT 8 et=0\x2c3\x2c5 TXT 24 ft=0x4A7FCFD5\x2c0x38174FDE TXT 8 sf=0x204 TXT 8 md=0\x2c1\x2c2 TXT 11 am=Mac16\x2c13 TXT 67 pk=5239f3ab2b36fd1b14af8868341bead8c990dc86b487be5a8c9efa080839b19c TXT 6 tp=UDP TXT 8 vn=65537 TXT 10 vs=860.7.1 TXT 4 vv=0,_raop._tcp.local,fec1b6e85483@william’s macbook air._raop._tcp.local,williams-macbook-air-4.local,williams-macbook-air-4.local,fe80::4fe:734c:71c:a71f","4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000,4500.000000",F
1762276705.207107,CkHS2G2ivDUcjMtyn2,10.249.37.13,61139,128.194.254.1,53,udp,15800,-,www.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.207156,CkHS2G2ivDUcjMtyn2,10.249.37.13,61139,128.194.254.1,53,udp,15800,-,www.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.209333,CkHS2G2ivDUcjMtyn2,10.249.37.13,61139,128.194.254.1,53,udp,15800,-,www.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.209381,CkHS2G2ivDUcjMtyn2,10.249.37.13,61139,128.194.254.1,53,udp,15800,-,www.apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.209430,CzaRA62lO0yuJuqXVa,10.249.37.13,51355,128.194.254.1,53,udp,38335,-,apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.209479,CzaRA62lO0yuJuqXVa,10.249.37.13,51355,128.194.254.1,53,udp,38335,-,apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.209528,CzaRA62lO0yuJuqXVa,10.249.37.13,51355,128.194.254.1,53,udp,38335,-,apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.209528,CzaRA62lO0yuJuqXVa,10.249.37.13,51355,128.194.254.1,53,udp,38335,-,apple.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.209577,CQmtuA3Vkidn10iPlb,10.249.37.13,63321,128.194.254.1,53,udp,27386,-,capi.grammarly.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.209578,CQmtuA3Vkidn10iPlb,10.249.37.13,63321,128.194.254.1,53,udp,27386,-,capi.grammarly.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.211044,CQmtuA3Vkidn10iPlb,10.249.37.13,63321,128.194.254.1,53,udp,27386,-,capi.grammarly.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.211092,CQmtuA3Vkidn10iPlb,10.249.37.13,63321,128.194.254.1,53,udp,27386,-,capi.grammarly.com,1,C_INTERNET,65,HTTPS,-,-,F,F,T,F,0,-,-,F
1762276705.212779,ChEjOZ1b1ZyIaoJEu9,10.249.37.13,57610,128.194.254.1,53,udp,15747,-,capi.grammarly.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.212779,ChEjOZ1b1ZyIaoJEu9,10.249.37.13,57610,128.194.254.1,53,udp,15747,-,capi.grammarly.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.213934,ChEjOZ1b1ZyIaoJEu9,10.249.37.13,57610,128.194.254.1,53,udp,15747,-,capi.grammarly.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.213982,ChEjOZ1b1ZyIaoJEu9,10.249.37.13,57610,128.194.254.1,53,udp,15747,-,capi.grammarly.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.214031,Chvfvx47KgTIq9xVLe,10.249.37.13,52397,128.194.254.1,53,udp,27176,-,mac-extension.femetrics.grammarly.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.214032,Chvfvx47KgTIq9xVLe,10.249.37.13,52397,128.194.254.1,53,udp,27176,-,mac-extension.femetrics.grammarly.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.214080,Chvfvx47KgTIq9xVLe,10.249.37.13,52397,128.194.254.1,53,udp,27176,-,mac-extension.femetrics.grammarly.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.214080,Chvfvx47KgTIq9xVLe,10.249.37.13,52397,128.194.254.1,53,udp,27176,-,mac-extension.femetrics.grammarly.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.214178,CGohco3PRuTRssmvc6,10.249.37.13,64275,128.194.254.1,53,udp,52124,-,sentry.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.214179,CGohco3PRuTRssmvc6,10.249.37.13,64275,128.194.254.1,53,udp,52124,-,sentry.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.217125,CGohco3PRuTRssmvc6,10.249.37.13,64275,128.194.254.1,53,udp,52124,-,sentry.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.217173,CGohco3PRuTRssmvc6,10.249.37.13,64275,128.194.254.1,53,udp,52124,-,sentry.io,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.217222,Cealt84NaRpUQBFop5,10.249.37.13,53282,128.194.254.1,53,udp,12101,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.217271,Cealt84NaRpUQBFop5,10.249.37.13,53282,128.194.254.1,53,udp,12101,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.217321,Cealt84NaRpUQBFop5,10.249.37.13,53282,128.194.254.1,53,udp,12101,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.217321,Cealt84NaRpUQBFop5,10.249.37.13,53282,128.194.254.1,53,udp,12101,-,onedscolprdweu10.westeurope.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.217419,CjVFDw2jbfToZZsbhk,10.249.37.13,61365,128.194.254.1,53,udp,50134,-,www.msftncsi.com.edgesuite.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.217419,CjVFDw2jbfToZZsbhk,10.249.37.13,61365,128.194.254.1,53,udp,50134,-,www.msftncsi.com.edgesuite.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.218552,CjVFDw2jbfToZZsbhk,10.249.37.13,61365,128.194.254.1,53,udp,50134,-,www.msftncsi.com.edgesuite.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.218600,CjVFDw2jbfToZZsbhk,10.249.37.13,61365,128.194.254.1,53,udp,50134,-,www.msftncsi.com.edgesuite.net,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.218649,CecJpO3wi9cW6Gohh5,10.249.37.13,62586,128.194.254.1,53,udp,12848,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
1762276705.218699,CecJpO3wi9cW6Gohh5,10.249.37.13,62586,128.194.254.1,53,udp,12848,-,waws-prod-bay-045.westus.cloudapp.azure.com,1,C_INTERNET,1,A,-,-,F,F,T,F,0,-,-,F
